Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Payment Method,Review Rating
3986,Tie,63.0,3/29/2023,Credit Card,2 to 3
3991,Jacket,116.0,10/17/2022,Cash,No Rating
4040,Sweater,95.0,7/23/2023,Cash,2 to 3
4075,Flip-Flops,173.0,8/28/2023,Cash,No Rating
4081,Sandals,173.0,7/28/2023,Cash,2 to 3
4075,Shorts,82.0,4/16/2023,Credit Card,3 to 4
3974,Dress,27.0,9/29/2023,Credit Card,1 to 2
3978,Poncho,139.0,1/5/2023,Cash,3 to 4
4097,Jacket,11.0,11/30/2022,Cash,3 to 4
4019,Bowtie,,7/14/2023,Credit Card,4 to 5
4069,Tunic,111.0,1/6/2023,Credit Card,4 to 5
3992,Swimsuit,167.0,5/2/2023,Cash,3 to 4
4077,Loafers,54.0,4/13/2023,Cash,No Rating
4028,Handbag,,5/21/2023,Credit Card,No Rating
3998,Jeans,182.0,5/25/2023,Credit Card,3 to 4
4000,Hat,131.0,12/4/2022,Credit Card,4 to 5
3961,Leggings,175.0,8/5/2023,Cash,3 to 4
4112,Skirt,,4/13/2023,Credit Card,3 to 4
3982,Tank Top,,5/2/2023,Cash,3 to 4
4002,Bowtie,147.0,5/1/2023,Cash,3 to 4
4032,Pajamas,128.0,5/12/2023,Cash,1 to 2
3988,Blouse,115.0,11/10/2022,Credit Card,2 to 3
4093,Handbag,24.0,10/2/2022,Credit Card,2 to 3
4057,Sunglasses,86.0,12/12/2022,Credit Card,2 to 3
4000,Sun Hat,183.0,3/11/2023,Cash,4 to 5
3976,Socks,147.0,4/21/2023,Cash,No Rating
3959,Socks,,2/2/2023,Credit Card,1 to 2
4026,Sandals,94.0,2/21/2023,Credit Card,3 to 4
3996,Kimono,100.0,12/30/2022,Credit Card,3 to 4
4069,Bowtie,,10/18/2022,Cash,3 to 4
4048,Umbrella,,12/9/2022,Credit Card,No Rating
4002,Cardigan,96.0,12/6/2022,Credit Card,2 to 3
4012,Gloves,170.0,12/9/2022,Credit Card,3 to 4
3965,Socks,52.0,9/15/2023,Cash,3 to 4
4093,Poncho,109.0,9/24/2023,Credit Card,1 to 2
4012,Coat,,1/22/2023,Cash,No Rating
4070,Belt,,2/16/2023,Cash,1 to 2
3969,Flannel Shirt,88.0,8/12/2023,Cash,3 to 4
4119,Socks,90.0,7/30/2023,Cash,4 to 5
4090,Hoodie,79.0,7/7/2023,Cash,2 to 3
4121,Slippers,137.0,10/22/2022,Cash,3 to 4
3983,Jeans,105.0,11/8/2022,Cash,3 to 4
4056,Handbag,87.0,1/16/2023,Credit Card,2 to 3
4035,Wallet,87.0,5/14/2023,Cash,No Rating
4070,Skirt,,5/6/2023,Cash,1 to 2
3970,Scarf,19.0,7/12/2023,Cash,3 to 4
4110,Dress,33.0,1/23/2023,Credit Card,1 to 2
3958,Blouse,16.0,5/5/2023,Cash,3 to 4
3969,T-shirt,138.0,6/8/2023,Credit Card,2 to 3
4053,Swimsuit,,4/3/2023,Credit Card,2 to 3
4008,Jumpsuit,133.0,8/14/2023,Cash,4 to 5
4020,Tie,144.0,10/10/2022,Credit Card,3 to 4
4052,Sunglasses,93.0,11/19/2022,Credit Card,2 to 3
4018,Polo Shirt,,6/1/2023,Cash,No Rating
4008,Jacket,142.0,5/21/2023,Credit Card,1 to 2
3980,Trousers,43.0,8/12/2023,Credit Card,No Rating
3961,Hat,19.0,11/7/2022,Cash,2 to 3
4064,Umbrella,192.0,3/18/2023,Cash,2 to 3
3964,Camisole,39.0,12/17/2022,Credit Card,2 to 3
3960,Camisole,,8/23/2023,Cash,3 to 4
4043,Backpack,185.0,3/6/2023,Credit Card,2 to 3
4006,Flannel Shirt,32.0,2/20/2023,Credit Card,1 to 2
3973,Kimono,21.0,4/26/2023,Cash,4 to 5
4013,Socks,,12/2/2022,Credit Card,No Rating
3981,Scarf,200.0,2/19/2023,Credit Card,4 to 5
3999,Sunglasses,157.0,3/1/2023,Credit Card,4 to 5
3999,Onesie,173.0,10/15/2022,Cash,4 to 5
3968,Trench Coat,92.0,8/13/2023,Credit Card,1 to 2
4063,Raincoat,83.0,12/25/2022,Cash,3 to 4
4088,Raincoat,91.0,1/18/2023,Credit Card,No Rating
3984,Flip-Flops,181.0,2/4/2023,Cash,2 to 3
4040,Sun Hat,,3/30/2023,Credit Card,1 to 2
4039,Blouse,,11/3/2022,Credit Card,No Rating
4100,Jacket,13.0,5/24/2023,Credit Card,3 to 4
4117,Bowtie,153.0,3/6/2023,Credit Card,1 to 2
4005,Belt,62.0,4/22/2023,Cash,2 to 3
4116,Handbag,150.0,4/4/2023,Cash,4 to 5
4010,Pajamas,46.0,5/12/2023,Credit Card,4 to 5
4095,Jacket,82.0,3/8/2023,Credit Card,2 to 3
4058,Sunglasses,53.0,12/12/2022,Credit Card,4 to 5
4066,Hoodie,,4/12/2023,Credit Card,2 to 3
3987,Blouse,96.0,10/28/2022,Cash,1 to 2
4016,Flannel Shirt,22.0,11/27/2022,Credit Card,1 to 2
4011,Blazer,,7/10/2023,Cash,4 to 5
3984,Skirt,182.0,4/16/2023,Credit Card,4 to 5
4048,Shorts,,2/5/2023,Credit Card,3 to 4
4039,Kimono,32.0,6/9/2023,Cash,1 to 2
4001,Gloves,55.0,12/6/2022,Credit Card,4 to 5
3960,Sweater,161.0,4/14/2023,Credit Card,No Rating
4059,Loafers,186.0,1/21/2023,Credit Card,3 to 4
4037,Polo Shirt,167.0,11/5/2022,Credit Card,3 to 4
3960,Trousers,95.0,7/19/2023,Cash,1 to 2
4056,Jeans,192.0,7/28/2023,Credit Card,1 to 2
4011,Gloves,146.0,4/2/2023,Cash,4 to 5
4074,Cardigan,,8/27/2023,Cash,4 to 5
4013,Sandals,129.0,4/15/2023,Cash,No Rating
3973,Pajamas,33.0,8/11/2023,Cash,2 to 3
4028,Romper,188.0,8/22/2023,Cash,2 to 3
4116,Raincoat,126.0,3/22/2023,Cash,1 to 2
4051,Jacket,174.0,4/2/2023,Credit Card,1 to 2
3968,Coat,129.0,7/27/2023,Credit Card,4 to 5
3974,Cardigan,67.0,12/21/2022,Cash,No Rating
4012,Jacket,,8/25/2023,Credit Card,1 to 2
4062,Polo Shirt,76.0,1/3/2023,Cash,2 to 3
4034,Sunglasses,110.0,6/7/2023,Credit Card,2 to 3
4110,Boots,,9/17/2023,Credit Card,2 to 3
4084,Flannel Shirt,94.0,5/14/2023,Credit Card,1 to 2
3983,Flip-Flops,93.0,4/12/2023,Cash,4 to 5
4094,Trench Coat,17.0,2/13/2023,Credit Card,2 to 3
4102,Blazer,,11/18/2022,Credit Card,3 to 4
4000,Vest,,3/3/2023,Cash,1 to 2
4021,Flip-Flops,53.0,8/9/2023,Cash,3 to 4
3981,Sweater,99.0,10/25/2022,Cash,4 to 5
4110,Polo Shirt,42.0,10/15/2022,Cash,3 to 4
4040,Tank Top,113.0,1/20/2023,Credit Card,1 to 2
4118,Shorts,37.0,7/9/2023,Cash,2 to 3
4056,Slippers,176.0,3/16/2023,Cash,2 to 3
3991,Onesie,,10/3/2022,Credit Card,2 to 3
4042,Sandals,128.0,1/1/2023,Cash,1 to 2
4001,Backpack,115.0,3/22/2023,Cash,1 to 2
